encoded, decoded, type
3674, jan_eliasberg, director
3675, 1174696-aaron_katz, director
3676, steve_conrad, director
3682, julia_sweeney, director
3684, christopher-ashley, director
3685, dan_curtis, director
3686, michael_dougherty, director
3689, fred_gerber, director
3692, jean_kounen, director
3695, steven_jacobson, director
3696, david-hackl, director
3698, benoit_mariage, director
3699, deborah_brock, director
3700, eb-clucher, director
3701, 10004245-mamoru_hosoda, director
3702, hiroyuki_imaishi, director
3706, dean_semler, director
3707, tim_kirkman, director
3708, robert_marcarelli, director
3709, robert_radler, director
3710, edwin_sherin, director
3713, frank_d_gilroy, director
3717, dagur_kari, director
3718, david_wagreich, director
3719, silvio_narizzano, director
3722, eric_red, director
3728, paul_unwin, director
3729, alison_eastwood, director
3731, floyd_mutrux, director
3732, david_greenwalt, director
3733, leslie_megahey, director
3734, efram_potelle, director
3736, michael_martin, director
3738, karim_ainouz, director
3747, gary_j_tunnicliffe, director
3750, myles-berkowitz, director
3751, james_neilson, director
3752, _2188866, director
3754, conrad_rooks, director
3755, scott_galloway, director
3756, carl-prechezer, director
3757, kihyung_park, director
3759, nardo_bonomi, director
3764, jason_freeland, director
3765, diego_munoz, director
3766, jeff_daniels, director
3767, bill_corcoran, director
3768, edward_montagne, director
3769, charles_s_dutton, director
3770, eric_small, director
3771, william_karel, director
3772, paul_leni, director
3773, lisa_lax, director
3774, greg_whiteley, director
3775, 1167746-fernando_eimbcke, director
3776, sarah-gavron, director
3780, harry_sinclair, director
3781, maurice_phillips, director
3783, jorg_buttgereit, director
3784, marino_girolami, director
3785, takashi_ishii, director
3786, bobcat_goldthwait, director
3794, joe_mantello, director
3795, glenn_jordan, director
3796, directorjohn_cassavetes, director
3797, eric_mendelsohn, director
3798, harold_prince, director
3799, milton_moses_ginsberg, director
3800, bruce_kessler, director
3801, albert_henderson, director
3802, greg_berlanti, director
3803, 1073412-nancy_walker, director
3804, reva_rose, director
3805, jean_delannoy, director
3806, carl-lerner, director
3807, robert_j_rosenthal, director
3808, daniel_g_karslake, director
3809, eitan_gorlin, director
3810, frank_beyer, director
3812, ron-casden, director
3813, busby_berkeley, director
3814, alexandra-cassavetes, director
3815, hy_averback, director
3816, _0588553, director
3818, eric-meza, director
3819, feng_xiaogang, director
3820, bud_s_smith, director
3821, cornel_wilde, director
3824, ye_lou, director
3831, gary_halvorson, director
3832, william_phelps, director
3833, joel_silberg, director
3835, jeffrey_porter, director
3838, _0464846, director
3839, bakhtiar_khudojnazarov, director
3840, paula_van_der_oest, director
3841, jacques_rivette, director
3842, lance_rivera, director
3844, kelli_herd, director
3845, _0319241, director
3846, 1025643-steve_white, director
3850, josh_sternfeld, director
3852, 1094889-richard_brooks, director
3853, barry_sullivan, director
3854, robert_d_webb, director
3855, philip_dunne, director
3858, james_redford, director
3861, 1190618-kevin_willmott, director
3862, bob_balaban, director
3863, mark_jones, director
3868, michael_akers, director
3878, virgil_w_vogel, director
3879, xiaogang-feng, director
3880, alan_arkin, director
3882, gavin_oconner, director
3883, zelda_barron, director
3884, daniel_goldberg, director
3885, heywood_gould, director
3886, michael_dinner, director
3888, james_ponsoldt, director
3890, robert_tinnell, director
3891, victor_saville, director
3892, yale_strom, director
3893, gyula_gazdag, director
3894, jeffrey_bloom, director
3895, augusto_camintino, director
3896, manny_coto, director
3897, tibor_takacs, director
3898, erie_c_kenton, director
3899, erle_c_kenton, director
3900, jeffrey_delman, director
3901, charles_b_pierce, director
3902, damian_harris, director
3905, 1072502-marc_connelly, director
3910, emilio_maille, director
3911, peter_joseph, director
3920, tsai_mingliang, director
3921, 1045216-jim_mckay, director
3922, a_dean_bell, director
3926, piers_haggard, director
3927, bill_roberts, director
3928, dave_diamond, director
3929, 1041173-richard_day, director
3930, mark_rucker, director
3931, kerry_asmussen, director
3933, marco_bellocchio, director
3934, allen_baron, director
3936, jesus_franco, director
3937, don_hulette, director
3938, joseph_ellison, director
3939, peter_manoogian, director
3941, martin_bell, director
3944, arthur_h_nadel, director
3945, martina_kudlacek, director
3948, _0668132, director
3949, jean_rollin, director
3950, jerry_jameson, director
3951, armando_crispino, director
3952, david_caffrey, director
3953, yasmina-reza, director
3954, joe-damato, director
3955, cetin_inanc, director
3956, elia_suleiman, director
3957, tom_graeff, director
3958, lewis_coates, director
3960, peter_sasdy, director
3961, stephen_c_apostolof, director
3962, 1066038-richard_moore, director
3963, asia_argento, director
3967, _0442455, director
3968, pascale_bailly, director
3970, ti_west, director
3971, sylvain_white, director
3972, kelly_reichardt, director
3973, sunu-gonera, director
3974, robert_moresco, director
3978, roderick_giles, director
3979, peter_tolan, director
3981, 1060941-anthony_page, director
3982, shunji_iwai, director
3983, hiroyuki-tanaka, director
3984, robert_pirosh, director
3989, eugene_levy, director
3990, kemp_curly, director
3999, murray_lerner, director
4000, _0557501, director
4001, shirley_barrett, director
4002, fred_f_sears, director
4003, bonnie_hill, director
4004, bob_cormack, director
4005, peter_del_monte, director
4006, michael_mak, director
4007, marlon_brando, director
4008, jean_yarbrough, director
4009, richard_whorf, director
4010, jerry_belson, director
4011, arthur_borman, director
4012, ja_howe, director
4013, 405588404, director
4015, ernie_orsatti_ii, director
4018, _0941811, director
4021, leander_haussmann, director
4024, jamie_nolan, director
4025, michael_nankin, director
4026, graeme_ferguson, director
4031, sarah-robertson, director
4032, matthew-saville, director
4033, zdravko_sotra, director
4042, william-ryan, director
4043, thomas_dekker, director
4044, _0686304, director
4045, spencer_williams, director
4047, rolf-schubel, director
4052, steve_trenbirth, director
4055, jeroen_krabbe, director
4056, sergei_bondarchuk, director
4061, eriq_la_salle, director
4062, joel_bender, director
4063, dan_klores, director
4064, michael_kalesniko, director
4065, changdong_lee, director
4069, _0783299, director
4070, richard_spence, director
4071, alan_hale_jr, director
4072, adam_simon, director
4073, charles_loventhal, director
4074, lab_ky_mo, director
4075, nicolas_echevarria, director
4076, a_edward_sutherland, director
4077, james_b_clark, director
4078, katrina_holden_bronson, director
4081, jacob_kornbluth, director
4087, dorothy_arzner, director
4088, _0752922, director
4089, 1208892-andreas_dresen, director
4090, jake_paltrow, director
4091, ulrich_seidl, director
4093, fridrik_thor_fridriksson, director
4094, _0382147, director
4095, sharon_pollack, director
4096, peter_askin, director
4097, scott_j_gill, director
4100, tom_mcgrath, director
4101, pj_pesce, director
4104, bill_rebane, director
4105, john_paragon, director
4106, chinyen_yee, director
4107, armando_iannucci, director
4112, bernt-amadeus-capra, director
4113, malik_bader, director
4117, _0069833, director
4118, deborah_warner, director
4126, zoe_clarkewilliams, director
4127, john_erick_dowdle, director
4130, nnegest_likke, director
4133, jaco_van_dormael, director
4134, j_todd_anderson, director
4135, bryan_johnson, director
4136, bernard_rapp, director
4137, _0538893, director
4139, amanda_poe, director
4140, lewis_seiler, director
4141, gottfried_reinhardt, director
4142, roy_del_ruth, director
4146, charles_frend, director
4148, marina_de_van, director
4153, mitch_davis, director
4154, mark_griffiths, director
4160, susanne_ofteringer, director
4161, betty_kaplan, director
4162, scott_ziehl, director
4163, aiyana_elliott, director
4164, bruce_hendricks, director
4165, desmond_gumbs, director
4166, tim_mccann, director
4167, steve_yeager, director
4168, kim_longinotto, director
4169, sean-fine, director
4174, stuart_marshall, director
4175, moustapha_akkad, director
4177, alfred_e_green, director
4178, thornton_freeland, director
4179, wesley_ruggles, director
4180, fred_coe, director
4181, michael_sarne, director
4182, david_mallet, director
4183, 1192394-mabrouk_el_mechri, director
4185, mustafa_adouani, director
4189, seth_gordon, director
4192, daniela_thomas, director
4196, fernando_perez, director
4199, jamaa_fanaka, director
4200, _0525141, director
4201, rick_de_oliveira, director
4202, todd_stephens, director
4203, 1147008-andrew_gurland, director
4204, 1045357-john_henderson, director
4205, bruno_dumont, director
4206, gilberto_de_anda, director
4207, bernhard_wicki, director
4208, james_anderson_viii, director
4209, ray_enright, director
4210, nathan-frankowski, director
4213, marita_giovanni, director
4214, pierre_de_moro, director
4215, henry_corra, director
4218, _0566506, director
4219, steve_baker, director
4225, jerry_garcia, director
4226, nadia-tass, director
4228, susan_warms_dryfoos, director
4234, john_greyson, director
4235, antti_jussi_annila, director
4236, toshiaki_toyoda, director
4238, hype_williams, director
4239, james_d_parriott, director
4240, vicente_aranda, director
4242, anand_patwardhan, director
4251, christopher-larkin, director
4252, christopher_livingston, director
4253, brian_sloan, director
4255, hilary_brougher, director
4256, lynn_hershmannleeson, director
4257, abbe_wool, director
4261, claudio_faeh, director
4262, stephen_cornwell, director
4264, mo_ogrodnik, director
4267, alan_hruska, director
4268, brett-sullivan, director
4269, grant-harvey, director
4272, aoyama_shinji, director
4273, robert_guediguian, director
4274, dominique_deruddere, director
4275, andrea-bianchi, director
4277, phil_roman, director
4279, paul_f_ryan, director
4280, mark_decena, director
4281, vernon_zimmerman, director
4285, pablo-berger, director
4286, 1043889-richard_stanley, director
4287, emmanuel_goldstein, director
4292, adam_abraham, director
4293, ishai-setton, director
4294, marshall_lewy, director
4300, 1176724-mark_osborne, director
4303, karin-julsrud, director
4304, peter_schonau_fog, director
4306, don_mcguire, director
4307, malcolm_d_lee, director
4309, _0000712, director
4315, arthur_marks, director
4316, barry_shear, director
4317, peter_sehr, director
4318, _0411030, director
4319, junhwan_jeong, director
4323, robert_harling, director
4324, 770756576, director
4325, alex_zamm, director
4326, cindy-sherman, director
4327, steve_boyum, director
4328, larry_david, director
4329, david_lowell_rich, director
4330, robert_defranco, director
4331, maurice_joyce_ii, director
4332, mickey_liddell, director
4333, donal_lardner_ward, director
4334, matthew_warchus, director
4335, louis_morneau, director
4336, jonathan_winfrey, director
4337, ted_nicolaou, director
4338, _1783083, director
4339, will_mackenzie, director
4340, alvin_rakoff, director
4341, anne_bancroft, director
4342, _0000649, director
4343, andy_warhol, director
4344, _0006860, director
4345, brett_halsey, director
4346, giddi_dar, director
4347, rob-vanalkemade, director
4350, james_edward_grant, director
4351, david-salle, director
4355, jacques_martineau, director
4356, ben_burtt, director
4357, barry_shils, director
4358, rory-kelly, director
4359, alex_holdridge, director
4361, joseph_dorman, director
4363, craig_baldwin, director
4364, ulrike_koch, director
4365, marion_hansel, director
4366, rich_christiano, director
4367, jiang_wen, director
4368, shirley-sun, director
4370, francis_megahy, director
4371, _0675479, director
4372, peter_hastings, director
4373, anya_camilleri, director
4374, george_axelrod, director
4375, john_a_alonzo, director
4376, jane_wagner, director
4377, charles_robert_carner, director
4379, george_mccowan, director
4380, martin_stellman, director
4381, kim_sangjin, director
4386, 1010002-tony_martin, director
4388, meiert-avis, director
4389, 1179492-zackary_adler, director
4395, lavinia_currier, director
4396, michael_straczynski, director
4397, 1166349-jim_brown, director
4399, scott_glosserman, director
4400, mike_maguire, director
4401, sean_anders, director
4402, sally_mattison, director
4403, carol_frank, director
4406, manuel_boursinhac, director
4407, arthur_barron, director
4408, richard_williams, director
4409, chuck_bail, director
4412, laurice_guillen, director
4413, burt_reynolds, director
4414, richard_t_heffron, director
4415, gene_cajayon, director
4416, peter_baldwin, director
4417, darin_scott, director
4418, lyndall_hobbs, director
4419, abdul_malik_abbott, director
4420, hamlet_sarkissian, director
4421, paul_rodriguez, director
4422, jeff-nichols, director
4423, rupert_harvey, director
4425, nick_love, director
4428, stephen_kay, director
4430, _0873385, director
4431, cliff_owen, director
4437, 1043170-george_b_seitz, director
4439, bruce_kimmel, director
4444, denis_sanders, director
4445, robert-kaylor, director
4446, rob_moss, director
4447, michael_oherlihy, director
4448, xu-jinglei, director
4449, claude_jutra, director
4450, henriette_mantel, director
4451, carl-deal, director
4452, s_sylvan_simon, director
4456, _0781341, director
4458, christopher_leitch, director
4461, yves-angelo, director
4464, theodore_thomas, director
4468, jeanclaude_brisseau, director
4469, alex-steyermark, director
4477, anne_de_salvo, director
4478, anthony_pelissier, director
4487, lee_stanley, director
4488, eric_hannah, director
4489, brad-mcgann, director
4495, gerard_mordillat, director
4496, david_hare, director
4497, billy_burke, director
4498, catherine_jelski, director
4499, wang-hong-wei, director
4509, marcus_adams, director
4518, apichart-potipirojn, director
4519, kirk_de_micco, director
4522, richard_compton, director
4524, harry_bromley_davenport, director
4527, stijn-coninx, director
4534, _1747652, director
4536, 1122335-charles_kaufman, director
4537, _0703890, director
4538, frederick_wiseman, director
4539, eric_chaikin, director
4540, steven_cantor, director
4541, 1182719-franck_khalfoun, director
4542, kohtaru_terauchi, director
4543, ari_folman, director
4544, philippe_claudel, director
4546, _0259589, director
4547, christopher_muench, director
4551, wesley_strick, director
4552, francoise_kohler, director
4553, eric_weber, director
4554, eva_sereny, director
4555, michael_blakemore, director
4556, mitch_marcus, director
4557, john-ruane, director
4558, michael_covert, director
4559, daniel_j_sullivan, director
4560, gavin_wilding, director
4561, marisa_silver, director
4562, patrick_hasburgh, director
4563, anthony_arkin, director
4564, 1044588-jeffrey_reiner, director
4565, daniel_petrie_sr, director
4566, jed_weintrob, director
4567, william_reilly, director
4568, andrew-gallerani, director
4569, alan_brown, director
4570, eric_steven_stahl, director
4571, lee_grant, director
4572, ben_stassen, director
4573, george_c_wolfe, director
4574, alan-spencer, director
4580, eric_eason, director
4581, bob_kelljan, director
4586, sf_brownrigg, director
4587, dorian_walker, director
4588, peter_collinson, director
4589, tim_burstall, director
4590, simon_langton, director
4591, stephen_weeks, director
4593, antonio-serrano, director
4594, iciar_bollain, director
4595, olivier-marchal, director
4596, gyoergy_palfi, director
4597, andrey_kravchuk, director
4598, filip_remunda, director
4599, sam-garbarski, director
4600, martin_hynes, director
4601, 1183802-miles_brandman, director
4602, matias-bize, director
4603, daniel_cohen, director
4604, 1190387-nic_balthazar, director
4605, 1056180-george_pappas, director
4606, victor_mignatti, director
4607, stanley_kwan, director
4609, kristoffer_tabori, director
4614, burt_lancaster, director
4616, slobodan_sijan, director
4618, jack_gold, director
4622, steven_okazaki, director
4623, gina_princebythewood, director
4625, gene_nelson, director
4628, alejandro_springall, director
4629, del_shores, director
4630, nickolas_perry, director
4633, joel_ben_marsden, director
4635, sam_miller, director
4636, duncan_roy, director
4639, colin_brady, director
4643, jeff_probst, director
4644, aric-avelino, director
4648, rakhshan_bani_etemad, director
4650, kevin_knoblock, director
4651, anthony_leondis, director
4659, romuald_karmakar, director
4669, william-mesa, director
4675, steve_guttenberg, director
4677, monika_treut, director
4678, marc_rosenbush, director
4680, david_winters, director
4683, farah_khan, director
4686, mark_hanlon, director
4687, chris_browne, director
4688, jaeeun_jeong, director
4689, glen_goei, director
4691, alex_olle, director
4692, patrick_leung, director
4693, rowan-woods, director
4697, manuel_gomez_pereira, director
4698, andrew_horn, director
4702, louis-saia, director
4703, arthur_hilton, director
4704, michele-bernier, director
4707, bruce_labruce, director
4708, francine_mcdougall, director
4709, ole_christian_madsen, director
4716, edward_neumeier, director
4720, charles_trowbridge, director
4721, herbert_blache, director
4722, carl_boese, director
4723, clive_a_smith, director
4724, renny_bartlett, director
4725, jon_jones, director
4726, sergei_parajanov, director
4730, _0720411, director
4738, harald_reinl, director
4739, bava, director
4744, 1181054-ted_braun, director
4747, serif-goren, director
4748, 1175527-andrea_arnold, director
4759, john_keitel, director
4767, harvey_miller, director
4771, david_maquiling, director
4772, mikael_kristersson, director
4777, jeanpierre_denis, director
4790, chi_moui_lo, director
4791, david_irving, director
4792, jeanpierre_limosin, director
4793, vanessa_parise, director
4794, kim_ji_woon, director
4795, marcus_de_leon, director
4797, daniel_waters, director
4809, gabriel_baur, director
4810, craig_lahiff, director
4817, jon_sherman_ii, director
4822, stuart_urban, director
4824, 10000507-wisit_sasanatieng, director
4828, robert_dornhelm, director
4829, nobuhiro_yamashita, director
4837, kristen_coury, director
4838, rudolph_mate, director
4840, juha_wuolijoki, director
4842, sandor_stern, director
4844, roger_gnoan_mbala, director
4845, jeremy_joe_kronsberg, director
4846, john_dower, director
4847, durville_martin, director
4848, _0567979, director
4849, rob_hardy, director
4852, stephan_low, director
4854, bob_gosse, director
4866, achero_manas_ii, director
4867, jennifer_warren, director
4871, henri_verneuil, director
4880, 1000993-bruce_barry, director
4882, _0073322, director
4887, martin_perreault, director
4889, aleksi_makela, director
4890, tricia_regan, director
4894, benjamin_christensen, director
4895, robert_n_bradbury, director
4897, david_kane, director
4898, roland_suso_richter, director
4904, albert_dekker, director
4907, valerie_red_horse, director
4908, eli_cohen, director
4911, arturo_ripstein, director
4912, 10004810-sophie_fiennes, director
4915, richard_wherrett, director
4923, delphine_gleize, director
4928, stephen_low, director
4930, dwight_yoakam, director
4932, tamar_simon_hoffs, director
4933, scott_coffey, director
4936, bruno_romy, director
4941, curtis_harrington, director
4942, charlton_heston, director
4943, _0718008, director
4944, gigi_gaston, director
4945, robert_cary, director
4953, pascal_laugier, director
4954, yoshihiro_nishimura, director
4955, 1180609-jake_west, director
4958, esteban-sapir, director
4959, bradley-beesley, director
4963, ruud_van_hemert, director
4970, lesley_selander, director
4975, toni_kalem, director
4978, _0858599, director
4980, _0412999, director
4981, mitchell_leisen, director
4982, jorge_fons, director
4983, anna_maria_tato, director
4984, kevin_brownlow, director
4985, kevin_brodie, director
4986, alain_cavalier, director
4987, marc_abraham, director
4994, _0643247, director
4995, stephen_woolley, director
4996, 1187216-steven_sebring, director
4998, celine-sciamma, director
4999, _0533145, director
5000, makoto_shinkai, director
5006, roberto_benabib, director
5007, christopher_scott_cherot, director
5008, myles_connell, director
5009, jan-schutte, director
5010, annesophie_birot, director
5011, damian_pettigrew, director
5012, karl_slovin, director
5013, lynn_roth, director
5014, paul_lazarus, director
5015, jed_mortenson, director
5016, edo-bertoglio, director
5017, charles_marquis_warren, director
5018, lu_chuan, director
5019, 1191225-chris_eska, director
5020, budd_boetticher, director
5021, quanan_wang, director
5036, patrick-conrad, director
5037, john-leekley, director
5040, david_c_thomas, director
5048, _0738001, director
5051, clark_gregg, director
5057, _0375476, director
5059, john_forte, director
5060, bradley_rust_gray, director
5061, allan_miller, director
5062, eric_schwab, director
5063, joseph_kane, director
5064, gonzalo_suarez, director
5065, everett_lewis, director
5066, sidney_lanfield, director
5067, allan_burns, director
5068, francisco_j_lombardi, director
5069, bruce_bilson, director
5070, robert_shallcross, director
5071, _0060076, director
5072, herve_palud, director
5073, jason_alexander, director
5074, dale_bradley, director
5077, fred_durst, director
5091, yang_zhang, director
5108, _1154192, director
5109, juan_carlos_tabio, director
5113, pascale_ferran, director
5118, marion_vernoux, director
5119, tony_aboyantz, director
5120, josee_dayan, director
5121, diego_lerman, director
5122, barbara_albert, director
5125, ramin_serry, director
5130, grigorij_aleksandrov, director
5131, 364641898, director
5132, yakov_protazanov, director
5133, 770890969, director
5134, _0823906, director
5135, 1175606-denis_dercourt, director
5136, carlos_reygadas, director
5137, leslie_arliss, director
5138, _0119819, director
5140, _0092372, director
5141, hideshi_hino, director
5146, nils_tavernier, director
5150, joseph_brooks, director
5151, robert_frank, director
5157, tanya_wexler, director
5158, john_rich, director
5159, don_weis, director
5160, jose-luis-valenzuela, director
5161, david_snedeker, director
5162, stu_pollard, director
5163, don_hartman, director
5165, cecilia_miniucchi, director
5166, ivan_galin, director
5176, lawrence-bassoff, director
5186, peter_sykes, director
5188, c_thomas_howell, director
5195, _0478286, director
5202, bryan_lewis, director
5204, dov_kelemer, director
5205, _0668227, director
5206, liz_garbus, director
5207, samir, director
5208, alf-sjoberg, director
5209, 1122723-nicolas_klotz, director
5219, robert_f_hill, director
5232, richard_dutcher, director
5234, toru_murakawa, director
5235, seth_zvi_rosenfeld, director
5236, _0734308, director
5237, jerrold_freedman, director
5238, zev_berman, director
5248, tom_rice, director
5250, 1184963-alexandre_bustillo, director
5251, joe_mendez, director
5259, carlos_marcovich, director
5264, _0394114, director
5270, habib-azar, director
5271, bo_arne_vibenius, director
5272, jeff_garlin, director
5273, andrew_oconnor, director
5281, philip_goodhew, director
5282, terry_marcel, director
5283, alfredo_de_villa, director
5291, damon_dash, director
5292, jonathan_jakubowicz, director
5296, martin_kitrosser, director
5318, abbasmustan, director
5320, josh_becker, director
5326, gaston_kabore, director
5328, amir_mann, director
5334, anita_louise, director
5343, david_keating, director
5346, andrew_black, director
5353, theo-avgerinos, director
5354, francis_d_lyon, director
5355, jarrett_schaeffer, director
5357, jerry_lamothe, director
5358, barbara_bach, director
2, USA, country
43, WestGermany, country
52, France, country
59, Germany, country
65, UK, country
78, NewZealand, country
86, Canada, country
94, Finland, country
103, Netherlands, country
124, Australia, country
135, Japan, country
180, Italy, country
186, Ireland, country
238, Sweden, country
266, China, country
279, Botswana, country
294, Denmark, country
299, Mexico, country
331, Peru, country
335, Spain, country
345, HongKong, country
353, SovietUnion, country
365, Yugoslavia, country
369, Taiwan, country
574, Austria, country
718, Brazil, country
723, CzechRepublic, country
735, Argentina, country
737, SouthKorea, country
799, Iran, country
827, Norway, country
845, Thailand, country
848, Russia, country
885, Portugal, country
897, unknown, country
952, Israel, country
986, Hungary, country
1035, Romania, country
1121, SouthAfrica, country
1240, Belgium, country
1336, Aruba, country
1399, OccupiedPalestinianTerritory, country
1425, Poland, country
1449, India, country
1699, Kazakhstan, country
1717, Switzerland, country
1846, Cuba, country
1865, Vietnam, country
1868, Colombia, country
1900, Afghanistan, country
2110, Bhutan, country
2289, RepublicofMacedonia, country
2302, Iceland, country
2303, Greece, country
2426, Philippines, country
2724, BosniaandHerzegovina, country
2943, Czechoslovakia, country
2962, Turkey, country
2980, Chile, country
2982, Senegal, country
3001, FederalRepublicofYugoslavia, country
3261, Jamaica, country
3268, IvoryCoast, country
3301, Algeria, country
3500, Bulgaria, country
3811, EastGermany, country
4176, Libya, country
4186, Tunisia, country
4457, Croatia, country
4690, Singapore, country
5293, Venezuela, country
5327, BurkinaFaso, country
3, Comedy, genre
4, Romance, genre
5, Action, genre
9, Sci-Fi, genre
10, Thriller, genre
14, Drama, genre
15, War, genre
17, Adventure, genre
18, Mystery, genre
21, Crime, genre
26, Fantasy, genre
40, Horror, genre
46, Western, genre
57, Children, genre
68, Animation, genre
69, Musical, genre
91, Film-Noir, genre
108, Documentary, genre
468, IMAX, genre
5152, Short, genre
11, classic, movie_trait
12, popular, movie_trait
190, hiddengem, movie_trait
6, 32587, favorite_movie
99, 50872, favorite_movie
456, 45726, favorite_movie
484, 4251, favorite_movie
508, 1757, favorite_movie
569, 27611, favorite_movie
659, 44555, favorite_movie
744, 1617, favorite_movie
795, 6669, favorite_movie
802, 27660, favorite_movie
853, 3799, favorite_movie
866, 55247, favorite_movie
1062, 3070, favorite_movie
1070, 150, favorite_movie
1247, 5349, favorite_movie
1258, 2795, favorite_movie
1260, 1, favorite_movie
1263, 4011, favorite_movie
1276, 7153, favorite_movie
1310, 110, favorite_movie
1311, 3793, favorite_movie
1313, 2324, favorite_movie
1315, 5829, favorite_movie
1324, 1954, favorite_movie
1414, 2571, favorite_movie
1415, 3967, favorite_movie
1431, 1073, favorite_movie
1433, 3081, favorite_movie
1434, 2502, favorite_movie
1446, 58559, favorite_movie
1458, 48082, favorite_movie
1460, 51662, favorite_movie
1463, 2186, favorite_movie
1478, 63131, favorite_movie
1499, 6123, favorite_movie
1501, 47952, favorite_movie
1605, 49530, favorite_movie
1606, 26649, favorite_movie
1705, 1136, favorite_movie
1708, 45722, favorite_movie
1713, 62250, favorite_movie
1736, 8368, favorite_movie
1738, 3160, favorite_movie
1756, 6591, favorite_movie
1794, 1147, favorite_movie
1804, 8784, favorite_movie
1806, 898, favorite_movie
1843, 913, favorite_movie
1844, 3186, favorite_movie
1873, 4914, favorite_movie
1876, 58998, favorite_movie
1884, 21, favorite_movie
1903, 56339, favorite_movie
2019, 3300, favorite_movie
2031, 41569, favorite_movie
2046, 26729, favorite_movie
2275, 3052, favorite_movie
2276, 7116, favorite_movie
2287, 30848, favorite_movie
2311, 4979, favorite_movie
2315, 48385, favorite_movie
2323, 27790, favorite_movie
2329, 912, favorite_movie
2330, 1270, favorite_movie
2331, 46572, favorite_movie
2332, 4327, favorite_movie
2359, 3994, favorite_movie
2362, 8528, favorite_movie
2363, 1217, favorite_movie
2378, 1333, favorite_movie
2383, 55820, favorite_movie
2386, 30707, favorite_movie
2387, 6765, favorite_movie
2388, 8970, favorite_movie
2396, 60069, favorite_movie
2399, 296, favorite_movie
2400, 508, favorite_movie
2433, 7361, favorite_movie
2434, 5110, favorite_movie
2439, 6857, favorite_movie
2440, 4016, favorite_movie
2441, 53519, favorite_movie
2455, 5816, favorite_movie
2458, 48394, favorite_movie
2522, 52952, favorite_movie
2529, 54276, favorite_movie
2541, 3033, favorite_movie
2542, 54995, favorite_movie
2546, 1242, favorite_movie
2548, 7293, favorite_movie
2549, 61240, favorite_movie
2564, 4703, favorite_movie
2567, 356, favorite_movie
2580, 56788, favorite_movie
2639, 59018, favorite_movie
2709, 1057, favorite_movie
2711, 45928, favorite_movie
2714, 2115, favorite_movie
2715, 57274, favorite_movie
2719, 50514, favorite_movie
2725, 1625, favorite_movie
2726, 111, favorite_movie
2732, 1233, favorite_movie
2733, 1479, favorite_movie
2734, 10, favorite_movie
2735, 58, favorite_movie
2743, 54272, favorite_movie
2745, 474, favorite_movie
2747, 6990, favorite_movie
2753, 1301, favorite_movie
2793, 535, favorite_movie
2796, 6760, favorite_movie
2797, 2963, favorite_movie
2804, 539, favorite_movie
2805, 1214, favorite_movie
2807, 97, favorite_movie
2815, 1917, favorite_movie
2821, 349, favorite_movie
2822, 2657, favorite_movie
2830, 1374, favorite_movie
2832, 41285, favorite_movie
2838, 1732, favorite_movie
2839, 3108, favorite_movie
2840, 45720, favorite_movie
2841, 1196, favorite_movie
2842, 5900, favorite_movie
2857, 5481, favorite_movie
2858, 8961, favorite_movie
2859, 37830, favorite_movie
2863, 1645, favorite_movie
2870, 45210, favorite_movie
2878, 2005, favorite_movie
2881, 59315, favorite_movie
2899, 3147, favorite_movie
2906, 27410, favorite_movie
2907, 1221, favorite_movie
2908, 8950, favorite_movie
2912, 1956, favorite_movie
2913, 2819, favorite_movie
2914, 4896, favorite_movie
2917, 60291, favorite_movie
2990, 38038, favorite_movie
2993, 55274, favorite_movie
3032, 7836, favorite_movie
3037, 64614, favorite_movie
3040, 307, favorite_movie
3056, 1721, favorite_movie
3061, 55805, favorite_movie
3063, 55052, favorite_movie
3064, 5218, favorite_movie
3067, 33603, favorite_movie
3073, 58103, favorite_movie
3104, 42634, favorite_movie
3108, 6218, favorite_movie
3156, 3578, favorite_movie
3157, 54281, favorite_movie
3161, 858, favorite_movie
3162, 8340, favorite_movie
3194, 8873, favorite_movie
3197, 57669, favorite_movie
3198, 6936, favorite_movie
3208, 1101, favorite_movie
3210, 65091, favorite_movie
3309, 55280, favorite_movie
3312, 1212, favorite_movie
3314, 1584, favorite_movie
3320, 1263, favorite_movie
3321, 53996, favorite_movie
3326, 2076, favorite_movie
3327, 38499, favorite_movie
3335, 51471, favorite_movie
3338, 58351, favorite_movie
3340, 3129, favorite_movie
3342, 47610, favorite_movie
3347, 6539, favorite_movie
3348, 1674, favorite_movie
3349, 27741, favorite_movie
3357, 2863, favorite_movie
3372, 8972, favorite_movie
3377, 63082, favorite_movie
3378, 2696, favorite_movie
3381, 6987, favorite_movie
3386, 59910, favorite_movie
3401, 54621, favorite_movie
3412, 3022, favorite_movie
3414, 33660, favorite_movie
3416, 53956, favorite_movie
3423, 54259, favorite_movie
3436, 45499, favorite_movie
3442, 39183, favorite_movie
3443, 25850, favorite_movie
3475, 1086, favorite_movie
3476, 492, favorite_movie
3482, 3159, favorite_movie
3484, 40629, favorite_movie
3485, 27878, favorite_movie
3486, 3006, favorite_movie
3487, 920, favorite_movie
3489, 4350, favorite_movie
3490, 3275, favorite_movie
3491, 60983, favorite_movie
3497, 2542, favorite_movie
3498, 7438, favorite_movie
3504, 49772, favorite_movie
3508, 4085, favorite_movie
3509, 5632, favorite_movie
3512, 3632, favorite_movie
3521, 49272, favorite_movie
3522, 55363, favorite_movie
